disasterNumber,state,declarationType,declarationDate,incidentBeginDate,incidentEndDate,fyDeclared,incidentType,declarationTitle,fipsStateCode,fipsCountyCode,date,county_FIP,topic,stance,gender,aggressiveness,temperature_avg,sentiment,id
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-21,013,Politics,believer,male,not aggressive,-1.7000422,-0.5808551589131355,"2267218062,2267984223"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-22,013,Weather Extremes,neutral,male,not aggressive,-0.923781,-0.19753417732847206,"2274613902,2277826062,2285940660,2286547525"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-23,013,Global stance,neutral,female,not aggressive,0.2629473580181818,0.22774947871704293,"2287652647,2287961804,2291463261,2293866822,2295457770,2295912409,2299938678,2300138989,2301716999,2301813248,2302166522"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-24,013,Politics,neutral,female,not aggressive,1.06718769,0.1145476373956317,"2302837056,2303707902,2309812094,2310178234,2310334256,2312418175,2316350677,2318326865"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-25,013,Global stance,neutral,female,not aggressive,0.9001003583333334,-0.05116132327450651,"2324891732,2327884331,2328627387,2331527537,2333531647,2334020443"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-26,013,Politics,believer,male,aggressive,0.3826996493043478,0.0017391995493669702,"2338282694,2344438739,2345162046,2345259003,2346138374,2346463121,2346708313,2347019816,2347644966,2347647573,2347754770,2348831030,2349729713,2350388232,2350761001,2350950585,2351510878,2351556178,2351676553,2351695719,2351811800,2352029914,2352073847"
5252,CA,FM,2018-07-07,2018-07-07,2018-07-10,2018,Fire,HOLIDAY FIRE,06,083,2018-07-07,083,Weather Extremes,believer,male,not aggressive,2.7434048342105264,-0.07400245863511884,"1015388423597842437,1015395556871561218,1015403122368360451,1015413104598044672,1015416084210569216,1015431053664759810,1015433540937404416,1015435270890639362,1015440368718921729,1015475111443361792,1015484013245599744,1015493266429468672,1015493344212987904,1015493698560200704,1015497701297799168,1015513820020666368,1015518947808952320,1015550038553120768,1015564782437617664,1015567203058503680,1015582792220938242,1015609651298291712,1015613960257712129,1015613968239513601,1015616703055581185,1015619851853983745,1015626194723753985,1015631076226682880,1015635544615866373,1015642634751234050,1015662264395948032,1015664252999360513,1015695020672856064,1015720126610591745,1015720958940844033,1015729805147320320,1015740007917629440,1015745210528223233"
5252,CA,FM,2018-07-07,2018-07-07,2018-07-10,2018,Fire,HOLIDAY FIRE,06,083,2018-07-08,083,Global stance,believer,male,not aggressive,3.177583765517241,-0.10088088473816942,"1015752985245147136,1015755495267807233,1015760490574774272,1015770997079846913,1015778266181984257,1015796994453929984,1015806203400728576,1015809806739869696,1015830222225203200,1015830809503289345,1015903335977807875,1015932052775014400,1015941279996407808,1015977579436703744,1015984404408209409,1015986511118983170,1015992187044225025,1016002091809169408,1016018211035230208,1016031355803750400,1016054869847879680,1016062254851162117,1016073350513340417,1016081214422151168,1016096125416189953,1016098280462172160,1016102406147280896,1016104561885569024,1016106407173603328"
5252,CA,FM,2018-07-07,2018-07-07,2018-07-10,2018,Fire,HOLIDAY FIRE,06,083,2018-07-09,083,Donald Trump versus Science,believer,male,not aggressive,3.3513869244444443,-0.05934721839917856,"1016120463599259649,1016124129517465601,1016144691664969730,1016144817091379202,1016158880311730176,1016159099682160640,1016159763095343104,1016167604518563840,1016175578666471425,1016184938570403840,1016190289025761280,1016195330940063745,1016268587902922754,1016274643529945088,1016281669593157632,1016290392340344832,1016294207017881600,1016302536054247424,1016309296274034688,1016324449589555200,1016326551808479232,1016326912015204353,1016359954381500417,1016360915623665664,1016363916971204608,1016380249955696641,1016386273416708096,1016386293524303873,1016394885987831809,1016401440414294016,1016409591415033861,1016412680985300992,1016418996885676032,1016419371546079232,1016421230721634304,1016434164655054848,1016434377386090497,1016434402568462336,1016434527315451905,1016442643474247681,1016445927605891074,1016456460803461121,1016457706734006273,1016467114134159367,1016468269283401729"
5252,CA,FM,2018-07-07,2018-07-07,2018-07-10,2018,Fire,HOLIDAY FIRE,06,083,2018-07-10,083,Politics,believer,female,not aggressive,3.9987314606060607,-0.005653518988949667,"1016476391112626176,1016487537089634304,1016496252706574338,1016497890208804864,1016503644777312257,1016506771165339648,1016507995306545152,1016516185091866624,1016523680833294341,1016526552627019776,1016528390638186502,1016535135590764544,1016537735409127424,1016541110913720320,1016544947326111744,1016551101926203392,1016561974149197824,1016574085931917312,1016624470386200576,1016630343292551170,1016656239588265984,1016657338315493376,1016693878236286977,1016695973190356992,1016697025830817794,1016698761936949248,1016723263773437952,1016737896135581697,1016750814629695488,1016766471459037184,1016780181443366912,1016831471758270470,1016832087607906306"
5163,GA,FM,2016-11-13,2016-11-13,2016-12-02,2017,Fire,TATUM GULF FIRE,13,083,2016-11-18,083,Weather Extremes,believer,male,not aggressive,4.906466,-0.6723957329511643,799652208929374208
5163,GA,FM,2016-11-13,2016-11-13,2016-12-02,2017,Fire,TATUM GULF FIRE,13,083,2016-11-19,083,Weather Extremes,believer,male,aggressive,-3.8129435,-0.6300338417371114,799854130399477760
5163,GA,FM,2016-11-13,2016-11-13,2016-12-02,2017,Fire,TATUM GULF FIRE,13,083,2016-11-20,083,Weather Extremes,neutral,female,not aggressive,-3.494997,0.32546056510872307,"800211790546305024,800462886644629504,800486050384801792"
5163,GA,FM,2016-11-13,2016-11-13,2016-12-02,2017,Fire,TATUM GULF FIRE,13,083,2016-11-21,083,Seriousness of Gas Emissions,neutral,male,not aggressive,0.59743494,0.27502391535895215,"800699517263867904,800766506003034112"
5163,GA,FM,2016-11-13,2016-11-13,2016-12-02,2017,Fire,TATUM GULF FIRE,13,083,2016-11-22,083,Weather Extremes,believer,female,aggressive,0.17355214333333327,0.14484279347116294,"801100845609873408,801110604895453184,801129766204145664"
5163,GA,FM,2016-11-13,2016-11-13,2016-12-02,2017,Fire,TATUM GULF FIRE,13,083,2016-11-23,083,Donald Trump versus Science,denier,male,aggressive,3.45411,0.1259961529493332,"801214148944113664,801223415277436928"
5163,GA,FM,2016-11-13,2016-11-13,2016-12-02,2017,Fire,TATUM GULF FIRE,13,083,2016-11-24,083,Weather Extremes,believer,female,not aggressive,1.1801414,-0.0145910386800765,801593096538640384
5163,GA,FM,2016-11-13,2016-11-13,2016-12-02,2017,Fire,TATUM GULF FIRE,13,083,2016-11-26,083,Donald Trump versus Science,denier,male,not aggressive,1.3427616000000002,0.0608284439086914,802307511483121664
5163,GA,FM,2016-11-13,2016-11-13,2016-12-02,2017,Fire,TATUM GULF FIRE,13,083,2016-11-27,083,Donald Trump versus Science,believer,male,not aggressive,1.9013762874999998,-0.14506380957596832,"802680891940237312,802710745960083456,802719004162826240,802727750276698112,802748361900224512,802790915261820928,802923848588869632,803016135591370752"
5163,GA,FM,2016-11-13,2016-11-13,2016-12-02,2017,Fire,TATUM GULF FIRE,13,083,2016-11-28,083,Donald Trump versus Science,believer,female,not aggressive,2.5723881,0.012074377743403105,"803043466615738368,803222507914346496,803235178000871424"
5163,GA,FM,2016-11-13,2016-11-13,2016-12-02,2017,Fire,TATUM GULF FIRE,13,083,2016-11-29,083,Weather Extremes,neutral,male,not aggressive,3.3838644,0.1403522891163826,"803436593394647040,803620481819504640"
5163,GA,FM,2016-11-13,2016-11-13,2016-12-02,2017,Fire,TATUM GULF FIRE,13,083,2016-11-30,083,Weather Extremes,believer,male,aggressive,4.13351223,-0.3743891648848851,"803799965776617472,803844401185325056"
5163,GA,FM,2016-11-13,2016-11-13,2016-12-02,2017,Fire,TATUM GULF FIRE,13,083,2016-12-01,083,Weather Extremes,neutral,male,aggressive,-0.08362907500000005,0.44850870887807437,"804169127627780096,804363471672512512,804423874028900352,804442585242759168"
5163,GA,FM,2016-11-13,2016-11-13,2016-12-02,2017,Fire,TATUM GULF FIRE,13,083,2016-12-02,083,Weather Extremes,denier,male,not aggressive,0.57227665,-0.10385013395547871,"804535545351258112,804726528873496576"
5007,CA,FM,2012-08-19,2012-08-18,2012-09-04,2012,Fire,PONDEROSA FIRE,06,103,2012-08-18,103,Weather Extremes,believer,male,not aggressive,-0.41195226,-0.1058351517785163,"236799580568690688,236876922620104704"
5007,CA,FM,2012-08-19,2012-08-18,2012-09-04,2012,Fire,PONDEROSA FIRE,06,103,2012-08-20,103,Ideological Positions on Global Warming,denier,male,aggressive,-1.87420855,-0.39564848092794414,"237589529849114624,237638321701023744"
5007,CA,FM,2012-08-19,2012-08-18,2012-09-04,2012,Fire,PONDEROSA FIRE,06,103,2012-08-31,103,Weather Extremes,believer,female,not aggressive,1.9124870999999999,-0.2561702162265777,"241374167956598784,241375057623011328,241381117624717312"
5007,CA,FM,2012-08-19,2012-08-18,2012-09-04,2012,Fire,PONDEROSA FIRE,06,103,2012-09-01,103,Weather Extremes,neutral,female,not aggressive,1.3763752,0.0488252005577087,242041628246810624
5007,CA,FM,2012-08-19,2012-08-18,2012-09-04,2012,Fire,PONDEROSA FIRE,06,103,2012-09-04,103,Donald Trump versus Science,believer,male,not aggressive,5.191246,-0.402135777926445,243021944901996544
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-05,103,Politics,believer,male,not aggressive,-3.8771646,0.07507447354793545,"2038553237,2041914690"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-06,103,Global stance,believer,male,aggressive,-0.5855786000000001,0.6939443044662476,2053797359
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-08,103,Weather Extremes,neutral,male,not aggressive,-1.4835907166666666,0.07148807071844739,"2075499765,2077380245,2082915567"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-09,103,Global stance,neutral,female,not aggressive,-2.05835585,0.2492937594652176,"2087269455,2090049402"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-10,103,Weather Extremes,neutral,female,not aggressive,-2.5324745,-0.3998997990846634,2107988724
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-11,103,Weather Extremes,believer,male,not aggressive,-3.647893,0.1402943441947301,2120747693
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-12,103,Politics,believer,male,not aggressive,-1.7175281999999998,-0.0774777680635452,2134033590
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-13,103,Politics,believer,male,not aggressive,-1.801338,-0.0942676365375518,2151968676
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-15,103,Weather Extremes,denier,male,aggressive,2.075684,-0.4857494597196579,2183406619
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-17,103,Politics,neutral,male,aggressive,1.4562067,-0.2566090506163511,2206478371
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-18,103,Weather Extremes,neutral,female,not aggressive,-0.21675765000000013,-0.1152953165932135,"2221319694,2221429974"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-20,103,Politics,believer,male,not aggressive,2.0344045,-0.472674697637558,2255688154
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-21,103,Weather Extremes,neutral,male,not aggressive,3.0821788,0.5439482004801433,2268177090
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-22,103,Weather Extremes,believer,male,not aggressive,0.7547877416666667,-0.561630536561542,"2273888752,2279940240,2280539019,2281071901,2281712222,2283106160"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-23,103,Weather Extremes,neutral,male,aggressive,-0.5570887,0.0593347217082977,2293532708
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-24,103,Importance of Human Intervantion,neutral,male,not aggressive,0.39414817,-0.4953560680150985,2303280317
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-25,103,Global stance,neutral,male,aggressive,2.3495826849999997,-0.5263072053714233,"2328050556,2332941238"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,103,2009-06-26,103,Politics,believer,male,not aggressive,4.260551999999999,0.3049074958384037,"2345247977,2348147053,2348479300,2348494993"
4453,OK,DR,2019-07-12,2019-04-30,2019-05-01,2019,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",40,103,2019-04-30,103,Global stance,believer,male,not aggressive,1.377658143243243,-0.07859076487678925,"1123024404479447040,1123033505376755712,1123036727579377665,1123060359361904640,1123064147044909056,1123070088624660480,1123084749516484608,1123085447901716480,1123108817296928770,1123127946347253766,1123158590737588224,1123172993541316608,1123181614920609792,1123186743996555264,1123186816121753600,1123187529786830849,1123212559866368001,1123222473296756736,1123224514727415810,1123226943892152320,1123228055647002632,1123228875151020034,1123247175092318208,1123247480735510528,1123262352743444480,1123265489315168257,1123283277056491524,1123286026838061056,1123290500398759936,1123295863160414208,1123301495284350978,1123304306210430978,1123318727464882177,1123322156279050245,1123329788263923721,1123331442963111937,1123365894498017280"
